KEGG_ko	Symbol	Name
ko:K06126	COQ6	ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-]
ko:K06127	COQ5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.201]
ko:K06128,ko:K06130,ko:K06999		
ko:K06133	LYS5, acpT	4'-phosphopantetheinyl transferase [EC:2.7.8.-]
ko:K06134	COQ7	3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]
ko:K06158	ABCF3	ATP-binding cassette, subfamily F, member 3
ko:K06173	truA, PUS1	tRNA pseudouridine38-40 synthase [EC:5.4.99.12]
ko:K06173,ko:K15452		
ko:K06174	ABCE1, Rli1	ATP-binding cassette, sub-family E, member 1
ko:K06176	truD, PUS7	tRNA pseudouridine13 synthase [EC:5.4.99.27]
ko:K06185	ABCF2	ATP-binding cassette, subfamily F, member 2
ko:K06199	crcB, FEX	fluoride exporter
ko:K06210	NMNAT	nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 2.7.7.18]
ko:K06215	pdxS, pdx1	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]
ko:K06268	PPP3R, CNB	serine/threonine-protein phosphatase 2B regulatory subunit
ko:K06269	PPP1C	serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]
ko:K06276	PDPK1	3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1]
ko:K06276,ko:K11650,ko:K11760,ko:K11775		
ko:K06276,ko:K11650,ko:K11775		
ko:K06287	yhdE	nucleoside triphosphate pyrophosphatase [EC:3.6.1.-]
ko:K06316	RFT1	oligosaccharide translocation protein RFT1
ko:K06628	CDC45	cell division control protein 45
ko:K06630	YWHAE	14-3-3 protein epsilon
ko:K06631,ko:K06660		
ko:K06634	CCNH	cyclin H
ko:K06636	SMC1	structural maintenance of chromosome 1
ko:K06639	CDC14	cell division cycle 14 [EC:3.1.3.16 3.1.3.48]
ko:K06641	CHEK2	serine/threonine-protein kinase CHEK2 [EC:2.7.11.1]
ko:K06641,ko:K08286,ko:K08794,ko:K12776		
ko:K06646	CLN3	G1/S-specific cyclin CLN3
ko:K06647	MBP1	transcription factor MBP1
ko:K06648	SWI6	regulatory protein SWI6
ko:K06649	SWI4	regulatory protein SWI4
ko:K06650	CLN2	G1/S-specific cyclin CLN2
ko:K06650,ko:K12760		
ko:K06651	CLB5_6	S-phase entry cyclin 5/6
ko:K06652	FAR1	cyclin-dependent kinase inhibitor FAR1
ko:K06653	PHO81	CDK inhibitor PHO81
ko:K06653,ko:K13345		
ko:K06654	PHO80	phosphate system cyclin PHO80
ko:K06655,ko:K08282		
ko:K06656,ko:K06657		
ko:K06658	PHO4	phosphate system positive regulatory protein PHO4
ko:K06661,ko:K15322		
ko:K06662	HRAD17, RAD24	cell cycle checkpoint protein
ko:K06663	DDC1	DNA damage checkpoint protein
ko:K06664	PEX2, PXMP3	peroxin-2
ko:K06665	SSN6, CYC8	general transcriptional corepressor CYC8
ko:K06666	TUP1	general transcriptional corepressor TUP1
ko:K06667,ko:K07760		
ko:K06669	SMC3, CSPG6	structural maintenance of chromosome 3 (chondroitin sulfate proteoglycan 6)
ko:K06670	SCC1, MCD1, RAD21	cohesin complex subunit SCC1
ko:K06671	STAG1_2, SCC3, IRR1	cohesin complex subunit SA-1/2
ko:K06672	SCC2, NIPBL	cohesin loading factor subunit SCC2
ko:K06673	SCC4	cohesin loading factor subunit SCC4
ko:K06674	SMC2	structural maintenance of chromosome 2
ko:K06675	SMC4	structural maintenance of chromosome 4
ko:K06676	BRRN1, BRN1, CAPH	condensin complex subunit 2
ko:K06677	YCS4, CNAP1, CAPD2	condensin complex subunit 1
ko:K06678	YCG1, CAPG	condensin complex subunit 3
ko:K06679,ko:K18203		
ko:K06681	LTE1	Gdp/GTP exchange factor required for growth at low temperatures
ko:K06682	TEM1	Gtp-binding protein of the ras superfamily involved in termination of M-phase
ko:K06683	CDC15	cell division control protein CDC15 [EC:2.7.11.1]
ko:K06684,ko:K06686		
ko:K06685	MOB1, Mats	MOB kinase activator 1
ko:K06687	NET1, ESC5	nucleolar protein involved in exit from mitosis
ko:K06688	UBE2C, UBC11	ubiquitin-conjugating enzyme E2 C [EC:2.3.2.23]
ko:K06689	UBE2D, UBC4, UBC5	ubiquitin-conjugating enzyme E2 D [EC:2.3.2.23]
ko:K06691	RPN13	26S proteasome regulatory subunit N13
ko:K06693	PSMD9, RPN4	26S proteasome regulatory subunit N4
ko:K06694	PSMD10	26S proteasome non-ATPase regulatory subunit 10
ko:K06695	PSMC3IP	26S proteasome regulatory subunit, ATPase 3, interacting protein
ko:K06699	PSME4	proteasome activator subunit 4
ko:K06867	K06867	uncharacterized protein
ko:K06874	K06874	zinc finger protein
ko:K06875	PDCD5, TFAR19	programmed cell death protein 5
ko:K06877	K06877	DEAD/DEAH box helicase domain-containing protein
ko:K06883	K06883	uncharacterized protein
ko:K06889	K06889	uncharacterized protein
ko:K06890	K06890	uncharacterized protein
ko:K06902	UMF1	MFS transporter, UMF1 family
ko:K06910	PEBP, TFS1	phosphatidylethanolamine-binding protein
ko:K06911	PIR	quercetin 2,3-dioxygenase [EC:1.13.11.24]
ko:K06927	DPH6	diphthine-ammonia ligase [EC:6.3.1.14]
ko:K06942	ychF	ribosome-binding ATPase
ko:K06942,ko:K19788		
ko:K06943	NOG1	nucleolar GTP-binding protein
ko:K06944	DRG, RBG	developmentally-regulated GTP-binding protein [EC:3.6.5.-]
ko:K06947	GRC3, NOL9	polynucleotide 5'-hydroxyl-kinase GRC3/NOL9 [EC:2.7.1.-]
ko:K06961	KRR1	ribosomal RNA assembly protein
ko:K06963	TAN1, THUMPD1	tRNA acetyltransferase TAN1
ko:K06965	PELO, DOM34, pelA	protein pelota
ko:K06970,ko:K11393		
ko:K06972	PITRM1, PreP, CYM1	presequence protease [EC:3.4.24.-]
ko:K06990	MEMO1	MEMO1 family protein
ko:K06997	yggS, PROSC	PLP dependent protein
ko:K07019	K07019	uncharacterized protein
ko:K07023	YGK1, HDDC2	5'-deoxynucleotidase [EC:3.1.3.89]
ko:K07025	K07025	putative hydrolase of the HAD superfamily
ko:K07025,ko:K18551		
ko:K07034	K07034	uncharacterized protein
ko:K07055	TRM12, TYW2	tRNA wybutosine-synthesizing protein 2 [EC:2.5.1.114]
ko:K07059	K07059	uncharacterized protein
ko:K07059,ko:K08770		
ko:K07078	K07078	uncharacterized protein
ko:K07088		
ko:K07095,ko:K18467		
ko:K07101	K07101	uncharacterized protein
ko:K07101,ko:K19836		
ko:K07117	K07117	uncharacterized protein
ko:K07117,ko:K11426		
ko:K07117,ko:K15442		
ko:K07119	PTGR3, ZADH2	prostaglandin reductase 3 [EC:1.3.1.48]
ko:K07126	K07126	uncharacterized protein
ko:K07127	uraH, pucM, hiuH	5-hydroxyisourate hydrolase [EC:3.5.2.17]
ko:K07151	STT3	dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]
ko:K07152	SCO1	protein SCO1
ko:K07178	RIOK1	RIO kinase 1 [EC:2.7.11.1]
ko:K07179	RIOK2	RIO kinase 2 [EC:2.7.11.1]
ko:K07195	EXOC7, EXO70	exocyst complex component 7
ko:K07199	PRKAB	5'-AMP-activated protein kinase, regulatory beta subunit
ko:K07200	PRKAG	5'-AMP-activated protein kinase, regulatory gamma subunit
ko:K07203	MTOR, FRAP, TOR	serine/threonine-protein kinase mTOR [EC:2.7.11.1]
ko:K07204	RAPTOR	regulatory associated protein of mTOR
ko:K07208	RHEB	Ras homolog enriched in brain
ko:K07213	ATOX1, ATX1, copZ, golB	copper chaperone
ko:K07232	CHAC, chaC	glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]
ko:K07238	TC.ZIP, zupT, ZRT3, ZIP2	zinc transporter, ZIP family
ko:K07243	FTR, FTH1, efeU	high-affinity iron transporter
ko:K07252	DOLPP1	dolichyldiphosphatase [EC:3.6.1.43]
ko:K07277	SAM50, TOB55, bamA	outer membrane protein insertion porin family
ko:K07297	ADIPOR	adiponectin receptor
ko:K07300	chaA, CAX	Ca2+:H+ antiporter
ko:K07304	msrA	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]
ko:K07305	msrB	peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
ko:K07342	SEC61G, SSS1, secE	protein transport protein SEC61 subunit gamma and related proteins
ko:K07374	TUBA	tubulin alpha
ko:K07375	TUBB	tubulin beta
ko:K07390	grxD, GLRX5	monothiol glutaredoxin
ko:K07393	ECM4, yqjG	glutathionyl-hydroquinone reductase [EC:1.8.5.7]
ko:K07393,ko:K14307		
ko:K07401	K07401	selenoprotein W-related protein
ko:K07407	E3.2.1.22B, galA, rafA	alpha-galactosidase [EC:3.2.1.22]
ko:K07432	ALG13	beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]
ko:K07441	ALG14	beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]
ko:K07442	TRM61, GCD14	tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]
ko:K07466	RFA1, RPA1, rpa	replication factor A1
ko:K07478	ycaJ	putative ATPase
ko:K07478,ko:K14400		
ko:K07497	K07497	putative transposase
ko:K07512	MECR, NRBF1	mitochondrial enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase [EC:1.3.1.- 1.3.1.38]
ko:K07513	ACAA1	acetyl-CoA acyltransferase 1 [EC:2.3.1.16]
ko:K07541	PIGX	GPI mannosyltransferase 1 subunit X
ko:K07542	PIGV	GPI mannosyltransferase 2 [EC:2.4.1.-]
ko:K07555	ATPeAF1, ATPAF1, ATP11	ATP synthase mitochondrial F1 complex assembly factor 1
ko:K07556	ATPeAF2, ATPAF2, ATP12	ATP synthase mitochondrial F1 complex assembly factor 2
ko:K07560	dtd, DTD	D-aminoacyl-tRNA deacylase [EC:3.1.1.96]
ko:K07561	DPH1, dph2	2-(3-amino-3-carboxypropyl)histidine synthase [EC:2.5.1.108]
ko:K07562	NMD3	60S ribosomal export protein NMD3
ko:K07565	NIP7	60S ribosome subunit biogenesis protein NIP7
ko:K07566	tsaC, rimN, SUA5, YRDC	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]
ko:K07573	CSL4, EXOSC1	exosome complex component CSL4
ko:K07575	MCTS, TMA20	malignant T-cell-amplified sequence
ko:K07734	paiB	transcriptional regulator
ko:K07739	ELP3, KAT9	elongator complex protein 3 (tRNA uridine(34) acetyltransferase) [EC:2.3.1.-]
ko:K07748	NSDHL, ERG26	sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170]
ko:K07750	MESO1, ERG25	methylsterol monooxygenase [EC:1.14.18.9]
ko:K07756	IP6K, IHPK	inositol-hexakisphosphate 5-kinase [EC:2.7.4.21]
ko:K07766	E3.6.1.52	diphosphoinositol-polyphosphate diphosphatase [EC:3.6.1.52]
ko:K07827	KRAS, KRAS2	GTPase KRas
ko:K07870	RHOT1, ARHT1	mitochondrial Rho GTPase 1 [EC:3.6.5.-]
ko:K07874	RAB1A	Ras-related protein Rab-1A
ko:K07889	RAB5C	Ras-related protein Rab-5C
ko:K07889,ko:K07976		
ko:K07889,ko:K17785		
ko:K07893	RAB6A	Ras-related protein Rab-6A
ko:K07897	RAB7A	Ras-related protein Rab-7A
ko:K07901,ko:K18158		
ko:K07904,ko:K07905		
ko:K07936	RAN	GTP-binding nuclear protein Ran
ko:K07937,ko:K07977		
ko:K07941	ARF6	ADP-ribosylation factor 6
ko:K07942	ARL1	ADP-ribosylation factor-like protein 1
ko:K07943	ARL2	ADP-ribosylation factor-like protein 2
ko:K07952	ARFRP1	ADP-ribosylation factor related protein 1
ko:K07953	SAR1	GTP-binding protein SAR1 [EC:3.6.5.-]
ko:K07955	ARL8	ADP-ribosylation factor-like protein 8
ko:K07973	GNG	guanine nucleotide-binding protein subunit gamma, fungi
ko:K07975	K07975	Rho family, other
ko:K07976	RAB	Rab family, other
ko:K08012,ko:K11237,ko:K18633		
ko:K08052	NF1	neurofibromin 1
ko:K08054	CANX	calnexin
ko:K08064	NFYA, HAP2	nuclear transcription factor Y, alpha
ko:K08065	NFYB, HAP3	nuclear transcription Y subunit beta
ko:K08066	NFYC, HAP5	nuclear transcription factor Y, gamma
ko:K08073,ko:K08075		
ko:K08098	PIGZ, SMP3	GPI mannosyltransferase 4 [EC:2.4.1.-]
ko:K08139	HXT	MFS transporter, SP family, sugar:H+ symporter
ko:K08141	MAL	MFS transporter, SP family, general alpha glucoside:H+ symporter
ko:K08150	SLC2A13, ITR	MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13
ko:K08157	TPO1	MFS transporter, DHA1 family, multidrug resistance protein
ko:K08158	MDR1, FLR1, CAF5	MFS transporter, DHA1 family, multidrug resistance protein
ko:K08165	ATR1	MFS transporter, DHA2 family, multidrug resistance protein
ko:K08176	PHO84	MFS transporter, PHS family, inorganic phosphate transporter
ko:K08178	JEN	MFS transporter, SHS family, lactate transporter
ko:K08192	DAL	MFS transporter, ACS family, allantoate permease
ko:K08197	ARN	MFS transporter, SIT family, siderophore-iron:H+ symporter
ko:K08257	E3.2.1.101	mannan endo-1,6-alpha-mannosidase [EC:3.2.1.101]
ko:K08266	MLST8, GBL	target of rapamycin complex subunit LST8
ko:K08267	RICTOR	rapamycin-insensitive companion of mTOR
ko:K08269	ULK2, ATG1	serine/threonine-protein kinase ULK2 [EC:2.7.11.1]
ko:K08272	CAB39, MO25	calcium binding protein 39
ko:K08284	MID1	calcium channel MID1
ko:K08286	E2.7.11.-	protein-serine/threonine kinase [EC:2.7.11.-]
ko:K08286,ko:K08853		
ko:K08286,ko:K14864		
ko:K08286,ko:K19800		
ko:K08286,ko:K19833		
ko:K08287	E2.7.12.1	dual-specificity kinase [EC:2.7.12.1]
ko:K08288	PRKCSH	protein kinase C substrate 80K-H
ko:K08293	SMK1	sporulation-specific mitogen-activated protein kinase SMK1 [EC:2.7.11.24]
ko:K08294	MKK1_2	mitogen-activated protein kinase kinase [EC:2.7.12.2]
ko:K08329	ATG17	autophagy-related protein 17
ko:K08330	ATG11	autophagy-related protein 11
ko:K08331	ATG13	autophagy-related protein 13
ko:K08332	VAC8	vacuolar protein 8
ko:K08333	PIK3R4, VPS15	phosphoinositide-3-kinase, regulatory subunit 4 [EC:2.7.11.1]
ko:K08334	BECN, VPS30, ATG6	beclin
ko:K08335	ATG14	autophagy-related protein 14
ko:K08336	ATG12	ubiquitin-like protein ATG12
ko:K08338	ATG10	ubiquitin-like-conjugating enzyme ATG10
ko:K08339	ATG5	autophagy-related protein 5
ko:K08340	ATG16	autophagy-related protein 16
ko:K08341	GABARAP, ATG8, LC3	GABA(A) receptor-associated protein
ko:K08342	ATG4	cysteine protease ATG4 [EC:3.4.22.-]
ko:K08343	ATG3	ubiquitin-like-conjugating enzyme ATG3
ko:K08486	STX1B_2_3	syntaxin 1B/2/3
ko:K08489	STX16	syntaxin 16
ko:K08490	STX5	syntaxin 5
ko:K08492	STX18	syntaxin 18
ko:K08493	VTI1	vesicle transport through interaction with t-SNAREs 1
ko:K08495	GOSR1, GOS1	golgi SNAP receptor complex member 1
ko:K08496	GOSR2, BOS1	golgi SNAP receptor complex member 2
ko:K08497	SEC20	protein transport protein SEC20
ko:K08498,ko:K08499		
ko:K08501	STX8	syntaxin 8
ko:K08502	VAM7	regulator of vacuolar morphogenesis
ko:K08504	BET1	blocked early in transport 1
ko:K08505	SFT1	protein transport protein SFT1
ko:K08507	USE1	unconventional SNARE in the endoplasmic reticulum protein 1
ko:K08513	VAMP4	vesicle-associated membrane protein 4
ko:K08516	YKT6	synaptobrevin homolog YKT6
ko:K08517	SEC22	vesicle transport protein SEC22
ko:K08518	STXBP5, SRO7_77	syntaxin-binding protein 5
ko:K08564	NYV1	vacuolar v-SNARE NYV1
ko:K08576	CAPN7	calpain-7 [EC:3.4.22.-]
ko:K08592	SENP1	sentrin-specific protease 1 [EC:3.4.22.68]
ko:K08596	SENP7	sentrin-specific protease 7 [EC:3.4.22.68]
ko:K08658	RCE1, FACE2	prenyl protein peptidase [EC:3.4.22.-]
ko:K08675	PRSS15, PIM1	ATP-dependent Lon protease [EC:3.4.21.53]
ko:K08681	pdxT, pdx2	pyridoxal 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]
ko:K08711,ko:K08712		
ko:K08712	SNQ2	ATP-binding cassette, subfamily G (WHITE), member 2, SNQ2
ko:K08734	MLH1	DNA mismatch repair protein MLH1
ko:K08735,ko:K19476		
ko:K08736	MSH3	DNA mismatch repair protein MSH3
ko:K08737	MSH6	DNA mismatch repair protein MSH6
ko:K08738	CYC	cytochrome c
ko:K08739	MLH3	DNA mismatch repair protein MLH3
ko:K08740	MSH4	DNA mismatch repair protein MSH4
ko:K08741	MSH5	DNA mismatch repair protein MSH5
ko:K08744	CRLS	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]
ko:K08762	DBI, ACBP	diazepam-binding inhibitor (GABA receptor modulator, acyl-CoA-binding protein)
ko:K08770	UBC	ubiquitin C
ko:K08773,ko:K19840		
ko:K08783	ECM14	extracellular matrix protein 14 [EC:3.4.17.-]
ko:K08787	STE13	dipeptidyl aminopeptidase Ste13 [EC:3.4.14.-]
ko:K08794	CAMK1	calcium/calmodulin-dependent protein kinase I [EC:2.7.11.17]
ko:K08832	SRPK3, STK23	serine/threonine-protein kinase SRPK3 [EC:2.7.11.1]
ko:K08850	AURKX	aurora kinase, other [EC:2.7.11.1]
ko:K08851	TP53RK, PRPK, BUD32	TP53 regulating kinase and related kinases [EC:2.7.11.1]
ko:K08852	ERN1	serine/threonine-protein kinase/endoribonuclease IRE1 [EC:2.7.11.1 3.1.26.-]
ko:K08856	STK16	serine/threonine kinase 16 [EC:2.7.11.1]
ko:K08866	TTK, MPS1	serine/threonine-protein kinase TTK/MPS1 [EC:2.7.12.1]
ko:K08869	ADCK, ABC1	aarF domain-containing kinase
ko:K08870	TWF	twinfilin
ko:K08874	TRRAP	transformation/transcription domain-associated protein
ko:K08876	SCYL1	SCY1-like protein 1
ko:K08900	BCS1	mitochondrial chaperone BCS1
ko:K08955	YME1	ATP-dependent metalloprotease [EC:3.4.24.-]
ko:K08956	AFG3	AFG3 family protein [EC:3.4.24.-]
ko:K08963	mtnA	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]
ko:K08964	mtnB	methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109]
ko:K08967	mtnD, mtnZ, ADI1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]
ko:K08968	msrC	L-methionine (R)-S-oxide reductase [EC:1.8.4.14]
ko:K08991	MUS81	crossover junction endonuclease MUS81 [EC:3.1.22.-]
ko:K08994	yneE, BEST	ion channel-forming bestrophin family protein
ko:K09022	ridA, tdcF, RIDA	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
ko:K09043	YAP	AP-1-like transcription factor
ko:K09051	SKO1, ATF1, PCR1	ATF/CREB family transcription factor
ko:K09074	TYE7	fungal twist-like factor
ko:K09102	INO	heteromeric Ino2p/Ino4p transcription factor
ko:K09117	K09117	uncharacterized protein
ko:K09140	TSR3	pre-rRNA-processing protein TSR3
ko:K09142	SPOUT1	methyltransferase [EC:2.1.1.-]
ko:K09174,ko:K09175		
ko:K09184	GATAF	GATA-binding protein, other eukaryote
ko:K09186,ko:K10592		
ko:K09191	GTF3A	general transcription factor IIIA
ko:K09202,ko:K09238		
ko:K09235	RME1	zinc finger protein RME1
ko:K09238	ACE2	metallothionein expression activator
ko:K09240	CAT8	transcriptional regulatory protein CAT8
ko:K09241	GAL4	transcriptional regulatory protein GAL4
ko:K09242	LEU3	transcriptional regulatory protein LEU3
ko:K09243,ko:K21547		
ko:K09245	UGA3	transcriptional activator protein UGA3
ko:K09246	ARG81, ARGR2	arginine metabolism regulation protein II
ko:K09247	CYP1, HAP1	heme activator protein 1
ko:K09248	PUT3	proline utilization trans-activator
ko:K09249	ABF1, BAF1	ARS-binding factor 1
ko:K09250	CNBP	cellular nucleic acid-binding protein
ko:K09252,ko:K11768		
ko:K09265	RLM1	transcription factor RLM1
ko:K09265,ko:K19807		
ko:K09272	SSRP1, POB3	FACT complex subunit SSRP1/POB3
ko:K09274,ko:K22496		
ko:K09281	K09281	copper-fist transcription factor
ko:K09291	TPR, MLP1, MLP2	nucleoprotein TPR
ko:K09313	CUTL	homeobox protein cut-like
ko:K09358	MATA1	mating-type protein A1
ko:K09359	MATA2	mating-type protein A2
ko:K09384	K09384	uncharacterized protein
ko:K09397,ko:K09403,ko:K09413		
ko:K09413	HCM1	forkhead transcription factor HCM1
ko:K09419	HSFF	heat shock transcription factor, other eukaryote
ko:K09420,ko:K09423,ko:K21769		
ko:K09424	REB1	Myb-like DNA-binding protein REB1
ko:K09425	K09425	Myb-like DNA-binding protein FlbD
ko:K09425,ko:K21769		
ko:K09426	RAP1	Myb-like DNA-binding protein RAP1
ko:K09448	TEAD	transcriptional enhancer factor
ko:K09458	fabF, OXSM, CEM1	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
ko:K09458,ko:K17662		
ko:K09464	GCN4	general control protein GCN4
ko:K09466	ADR1	zinc finger protein ADR1
ko:K09467	MIG	zinc-finger protein CreA/MIG
ko:K09468	MSN2_4	zinc finger protein MSN2/4
ko:K09468,ko:K21545		
ko:K09481	SEC61B, SBH2	protein transport protein SEC61 subunit beta
ko:K09485,ko:K09489		
ko:K09486	HYOU1	hypoxia up-regulated 1
ko:K09490	HSPA5, BIP	endoplasmic reticulum chaperone BiP [EC:3.6.4.10]
ko:K09493	CCT1, TCP1	T-complex protein 1 subunit alpha
ko:K09494	CCT2	T-complex protein 1 subunit beta
ko:K09495	CCT3, TRIC5	T-complex protein 1 subunit gamma
ko:K09496	CCT4	T-complex protein 1 subunit delta
ko:K09497	CCT5	T-complex protein 1 subunit epsilon
ko:K09498	CCT6	T-complex protein 1 subunit zeta
ko:K09499	CCT7	T-complex protein 1 subunit eta
ko:K09500	CCT8	T-complex protein 1 subunit theta
ko:K09503	DNAJA2	DnaJ homolog subfamily A member 2
ko:K09506	DNAJA5	DnaJ homolog subfamily A member 5
ko:K09510	DNAJB4	DnaJ homolog subfamily B member 4
ko:K09518	DNAJB12	DnaJ homolog subfamily B member 12
ko:K09523	DNAJC3	DnaJ homolog subfamily C member 3
ko:K09529	DNAJC9	DnaJ homolog subfamily C member 9
ko:K09539	DNAJC19	DnaJ homolog subfamily C member 19
ko:K09540	SEC63, DNAJC23	translocation protein SEC63
ko:K09548	PFDN1	prefoldin subunit 1
ko:K09549	PFDN2	prefoldin subunit 2
ko:K09550	PFDN4	prefoldin subunit 4
ko:K09553	STIP1	stress-induced-phosphoprotein 1
ko:K09554	CDC37	cell division cycle protein 37
ko:K09568	FKBP1	FK506-binding protein 1 [EC:5.2.1.8]
ko:K09569,ko:K09577		
ko:K09578	PIN1	peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [EC:5.2.1.8]
ko:K09580	PDIA1, P4HB	protein disulfide-isomerase A1 [EC:5.3.4.1]
ko:K09584	PDIA6, TXNDC7	protein disulfide-isomerase A6 [EC:5.3.4.1]
ko:K09595	HM13	minor histocompatibility antigen H13 [EC:3.4.23.-]
ko:K09613	COPS5, CSN5	COP9 signalosome complex subunit 5 [EC:3.4.-.-]
ko:K09647	IMP1	mitochondrial inner membrane protease subunit 1 [EC:3.4.21.-]
ko:K09648	IMP2	mitochondrial inner membrane protease subunit 2 [EC:3.4.21.-]
ko:K09650	PARL, PSARL, PCP1	rhomboid-like protein [EC:3.4.21.105]
ko:K09658	DPM2	dolichol phosphate-mannose biosynthesis regulatory protein
ko:K09680	PANK1_2_3, CAB1, coaW	type II pantothenate kinase [EC:2.7.1.33]
ko:K09702	K09702	uncharacterized protein
ko:K09704	K09704	uncharacterized protein
ko:K09705	K09705	uncharacterized protein
ko:K09780	K09780	uncharacterized protein
ko:K09827	ERG27	3-keto steroid reductase [EC:1.1.1.270]
ko:K09829	ERG2	C-8 sterol isomerase [EC:5.-.-.-]
ko:K09831	ERG5, CYP61A	sterol 22-desaturase [EC:1.14.19.41]
ko:K09880	mtnC, ENOPH1	enolase-phosphatase E1 [EC:3.1.3.77]
ko:K09885	AQPF	aquaporin rerated protein, other eukaryote
ko:K10080	LMAN1, ERGIC53	lectin, mannose-binding 1
ko:K10088	OS9	protein OS-9
ko:K10089	M6PR	cation-dependent mannose-6-phosphate receptor
ko:K10245,ko:K10246		
ko:K10251	HSD17B12, KAR, IFA38	17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]
ko:K10253	DODA	DOPA 4,5-dioxygenase [EC:1.14.99.-]
ko:K10256	FAD2	omega-6 fatty acid desaturase / acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.6 1.14.19.22]
